Order_ID,Product_ID,User_ID,Order_Date,Return_Date,Product_Category,Product_Price,Order_Quantity,Return_Reason,Return_Status,Days_to_Return,User_Age,User_Gender,User_Location,Payment_Method,Shipping_Method,Discount_Applied,total_value,is_returned,Age_Group,return_risk_score
ORD00000149,PROD00000149,USER00000149,15-10-24,,Toys,438.43,4,,Not Returned,,32,Male,Other,Credit Card,Express,26.75,1753.72,0,26–35,0.5863514472538778
ORD00000150,PROD00000150,USER00000150,01-09-24,23-02-23,Books,402.79,2,Wrong item,Returned,-556.0,23,Female,Other,PayPal,Next-Day,2.22,805.58,1,18–25,0.4267721579410516
ORD00000151,PROD00000151,USER00000151,01-10-23,,Toys,140.06,1,,Not Returned,,42,Male,Other,Gift Card,Next-Day,33.08,140.06,0,36–45,0.4982182911921836
ORD00000152,PROD00000152,USER00000152,19-07-24,,Home,255.92,1,,Not Returned,,18,Female,City81,Debit Card,Standard,33.02,255.92,0,,0.5119772313682951
ORD00000153,PROD00000153,USER00000153,20-10-24,06-02-23,Clothing,444.83,1,Defective,Returned,-622.0,20,Female,Other,PayPal,Express,26.84,444.83,1,18–25,0.5348063770022912
ORD00000154,PROD00000154,USER00000154,07-08-24,,Electronics,27.23,3,,Not Returned,,42,Male,Other,Credit Card,Express,49.27,81.69,0,36–45,0.48264107978811405
ORD00000155,PROD00000155,USER00000155,27-06-24,29-01-23,Books,332.49,4,Changed mind,Returned,-515.0,66,Female,City43,Credit Card,Express,34.21,1329.96,1,65+,0.5722599400188302
ORD00000156,PROD00000156,USER00000156,01-02-24,,Home,469.69,5,,Not Returned,,28,Female,City26,Gift Card,Express,22.43,2348.45,0,26–35,0.5259218967887138
ORD00000157,PROD00000157,USER00000157,26-06-24,,Books,31.93,5,,Not Returned,,40,Male,Other,Debit Card,Standard,5.75,159.65,0,36–45,0.4569603309479719
ORD00000158,PROD00000158,USER00000158,08-07-23,,Books,24.41,5,,Not Returned,,69,Male,Other,Credit Card,Next-Day,22.26,122.05,0,65+,0.5066579239582938
ORD00000159,PROD00000159,USER00000159,15-09-23,25-08-24,Clothing,217.79,4,Defective,Returned,345.0,40,Male,Other,PayPal,Express,34.27,871.16,1,36–45,0.5565557994806083
ORD00000160,PROD00000160,USER00000160,04-11-23,28-09-24,Clothing,434.66,2,Not as described,Returned,329.0,19,Female,City81,Debit Card,Standard,49.39,869.32,1,18–25,0.5640693325998223
ORD00000161,PROD00000161,USER00000161,30-04-24,,Books,32.48,2,,Not Returned,,57,Female,Other,Gift Card,Standard,9.27,64.96,0,56–65,0.5116846631632135
ORD00000162,PROD00000162,USER00000162,06-07-24,18-03-23,Toys,231.11,5,Changed mind,Returned,-476.0,40,Female,Other,Credit Card,Next-Day,21.38,1155.5500000000002,1,36–45,0.430869166119506
ORD00000163,PROD00000163,USER00000163,27-04-23,14-09-24,Toys,291.43,4,Defective,Returned,506.0,22,Male,Other,PayPal,Express,8.13,1165.72,1,18–25,0.4827512837362779
ORD00000164,PROD00000164,USER00000164,02-06-24,02-10-24,Electronics,128.65,1,Changed mind,Returned,122.0,37,Female,Other,Debit Card,Next-Day,1.9,128.65,1,36–45,0.503101267954815
ORD00000165,PROD00000165,USER00000165,01-10-23,01-08-24,Books,396.48,5,Wrong item,Returned,305.0,69,Male,City36,Debit Card,Express,39.19,1982.4,1,65+,0.4496573333998753
ORD00000166,PROD00000166,USER00000166,14-03-23,,Books,300.03,1,,Not Returned,,42,Male,Other,Credit Card,Next-Day,46.37,300.03,0,36–45,0.5546572502309618
ORD00000167,PROD00000167,USER00000167,16-11-24,30-11-23,Books,324.85,5,Defective,Returned,-352.0,51,Female,Other,Debit Card,Express,20.53,1624.25,1,46–55,0.5045414350752101
ORD00000168,PROD00000168,USER00000168,01-09-23,,Toys,443.71,3,,Not Returned,,19,Female,Other,Credit Card,Express,46.28,1331.1299999999999,0,18–25,0.576916294922034
ORD00000169,PROD00000169,USER00000169,19-03-24,06-06-23,Books,458.16,5,Defective,Returned,-287.0,24,Female,Other,PayPal,Express,5.2,2290.8,1,18–25,0.6245608578057024
ORD00000170,PROD00000170,USER00000170,01-12-23,09-05-24,Clothing,118.2,5,Changed mind,Returned,160.0,32,Male,Other,Gift Card,Standard,43.34,591.0,1,26–35,0.543129782838768
ORD00000171,PROD00000171,USER00000171,17-12-23,02-07-24,Home,138.23,2,Wrong item,Returned,198.0,28,Female,Other,PayPal,Express,42.31,276.46,1,26–35,0.6094481804206907
ORD00000172,PROD00000172,USER00000172,26-08-24,14-11-24,Toys,47.05,3,Not as described,Returned,80.0,43,Female,Other,Gift Card,Express,45.62,141.14999999999998,1,36–45,0.5328187839287187
ORD00000173,PROD00000173,USER00000173,05-06-23,28-09-24,Toys,9.03,5,Not as described,Returned,481.0,39,Male,Other,Credit Card,Standard,37.1,45.15,1,36–45,0.5568478617342502
ORD00000174,PROD00000174,USER00000174,25-02-24,,Toys,143.73,2,,Not Returned,,49,Female,Other,PayPal,Next-Day,7.07,287.46,0,46–55,0.445278716102234
ORD00000175,PROD00000175,USER00000175,10-09-24,24-01-24,Clothing,381.39,1,Changed mind,Returned,-230.0,24,Female,Other,Debit Card,Next-Day,45.86,381.39,1,18–25,0.601494343378136
ORD00000176,PROD00000176,USER00000176,26-08-24,,Electronics,140.05,5,,Not Returned,,67,Female,Other,PayPal,Next-Day,22.06,700.25,0,65+,0.49726551188213763
ORD00000177,PROD00000177,USER00000177,18-07-24,,Toys,326.97,4,,Not Returned,,26,Female,Other,PayPal,Next-Day,17.41,1307.88,0,26–35,0.5412750619458585
ORD00000178,PROD00000178,USER00000178,05-04-23,,Books,130.9,2,,Not Returned,,59,Male,Other,Gift Card,Express,14.17,261.8,0,56–65,0.6315397339094672
ORD00000179,PROD00000179,USER00000179,12-01-24,04-01-23,Electronics,80.81,5,Not as described,Returned,-373.0,61,Male,Other,Gift Card,Standard,30.75,404.05,1,56–65,0.5027617987453032
ORD00000180,PROD00000180,USER00000180,20-05-23,,Clothing,233.21,1,,Not Returned,,54,Female,Other,Debit Card,Standard,2.79,233.21,0,46–55,0.6009470186523692
ORD00000181,PROD00000181,USER00000181,22-09-24,05-10-23,Electronics,244.32,5,Not as described,Returned,-353.0,56,Female,Other,PayPal,Standard,27.21,1221.6,1,56–65,0.4887635487976182
ORD00000182,PROD00000182,USER00000182,31-10-23,25-09-24,Clothing,69.89,4,Wrong item,Returned,330.0,41,Male,Other,Credit Card,Express,32.4,279.56,1,36–45,0.5449873362446338
ORD00000183,PROD00000183,USER00000183,31-03-23,26-10-23,Toys,340.06,3,Not as described,Returned,209.0,56,Female,Other,Credit Card,Next-Day,27.27,1020.1800000000001,1,56–65,0.40988854180331674
ORD00000184,PROD00000184,USER00000184,17-11-23,17-06-23,Toys,191.81,4,Changed mind,Returned,-153.0,34,Female,Other,Debit Card,Express,7.94,767.24,1,26–35,0.4986793043433335
ORD00000185,PROD00000185,USER00000185,20-12-23,,Books,488.64,4,,Not Returned,,25,Male,Other,Gift Card,Standard,17.8,1954.56,0,18–25,0.4606858166707139
ORD00000186,PROD00000186,USER00000186,31-05-24,26-04-23,Clothing,360.81,3,Wrong item,Returned,-401.0,61,Male,Other,PayPal,Next-Day,49.0,1082.43,1,56–65,0.6705265887606228
ORD00000187,PROD00000187,USER00000187,10-09-24,09-03-24,Home,142.79,1,Not as described,Returned,-185.0,56,Male,Other,PayPal,Next-Day,19.22,142.79,1,56–65,0.4047662550953394
ORD00000188,PROD00000188,USER00000188,26-07-23,24-03-24,Clothing,356.89,2,Defective,Returned,242.0,36,Female,Other,Debit Card,Standard,32.57,713.78,1,36–45,0.48880866029782366
ORD00000189,PROD00000189,USER00000189,08-10-24,,Clothing,406.41,1,,Not Returned,,36,Male,Other,Debit Card,Express,49.99,406.41,0,36–45,0.5596816567525004
ORD00000190,PROD00000190,USER00000190,22-02-23,,Books,55.35,3,,Not Returned,,62,Female,Other,Debit Card,Express,30.11,166.05,0,56–65,0.4326208018403047
ORD00000191,PROD00000191,USER00000191,08-12-23,02-04-23,Toys,323.29,1,Not as described,Returned,-250.0,55,Male,Other,Gift Card,Express,40.46,323.29,1,46–55,0.5447790433141502
ORD00000192,PROD00000192,USER00000192,23-09-24,,Clothing,178.98,4,,Not Returned,,27,Male,City43,Credit Card,Next-Day,21.41,715.92,0,26–35,0.6039430552477071
ORD00000193,PROD00000193,USER00000193,06-04-24,,Home,482.75,3,,Not Returned,,32,Female,Other,Credit Card,Standard,42.34,1448.25,0,26–35,0.4905162628589712
ORD00000194,PROD00000194,USER00000194,08-01-24,10-05-23,Clothing,136.22,2,Wrong item,Returned,-243.0,20,Female,Other,Credit Card,Express,25.96,272.44,1,18–25,0.5469364900622148
ORD00000195,PROD00000195,USER00000195,14-07-23,,Home,182.01,4,,Not Returned,,24,Male,Other,PayPal,Next-Day,27.82,728.04,0,18–25,0.529036531355332
ORD00000196,PROD00000196,USER00000196,10-04-24,26-05-23,Electronics,6.5,5,Wrong item,Returned,-320.0,51,Male,Other,Credit Card,Express,23.83,32.5,1,46–55,0.5639798934222443
ORD00000197,PROD00000197,USER00000197,28-01-23,,Electronics,124.46,4,,Not Returned,,63,Male,Other,Debit Card,Standard,49.97,497.84,0,56–65,0.4907705951625593
ORD00000198,PROD00000198,USER00000198,08-02-24,,Home,13.04,5,,Not Returned,,44,Female,Other,Credit Card,Next-Day,32.34,65.19999999999999,0,36–45,0.41734333271188756
ORD00000199,PROD00000199,USER00000199,04-06-23,,Home,252.78,1,,Not Returned,,45,Male,Other,Gift Card,Standard,18.98,252.78,0,36–45,0.3994739000274319
ORD00000200,PROD00000200,USER00000200,24-06-24,,Clothing,82.57,5,,Not Returned,,62,Female,Other,Credit Card,Next-Day,44.8,412.84999999999997,0,56–65,0.5950414675339868
ORD00000201,PROD00000201,USER00000201,05-06-23,,Electronics,47.64,1,,Not Returned,,19,Male,Other,Gift Card,Next-Day,33.04,47.64,0,18–25,0.5258464920876329
ORD00000202,PROD00000202,USER00000202,10-10-24,,Electronics,323.61,2,,Not Returned,,33,Female,Other,Credit Card,Express,9.07,647.22,0,26–35,0.4580611060128685
ORD00000203,PROD00000203,USER00000203,14-04-24,,Clothing,325.87,4,,Not Returned,,60,Male,City26,Credit Card,Express,27.15,1303.48,0,56–65,0.5514831112650666
ORD00000204,PROD00000204,USER00000204,25-04-23,19-06-24,Clothing,362.81,5,Not as described,Returned,421.0,37,Male,Other,Gift Card,Express,21.11,1814.05,1,36–45,0.6058773707982024
ORD00000205,PROD00000205,USER00000205,28-12-24,,Home,317.9,4,,Not Returned,,68,Male,Other,Credit Card,Next-Day,29.84,1271.6,0,65+,0.4825536506575552
ORD00000206,PROD00000206,USER00000206,27-08-24,,Toys,419.62,1,,Not Returned,,19,Male,Other,PayPal,Standard,40.75,419.62,0,18–25,0.5032005620919247
ORD00000207,PROD00000207,USER00000207,29-08-24,,Home,279.06,5,,Not Returned,,54,Male,City43,Debit Card,Express,42.67,1395.3,0,46–55,0.5747416804571328
ORD00000208,PROD00000208,USER00000208,27-11-23,,Electronics,435.0,3,,Not Returned,,64,Male,Other,Debit Card,Standard,8.42,1305.0,0,56–65,0.4270215830828603
ORD00000209,PROD00000209,USER00000209,20-07-24,22-10-23,Electronics,358.69,5,Wrong item,Returned,-272.0,68,Female,Other,Gift Card,Standard,49.22,1793.45,1,65+,0.4629037705055941
ORD00000210,PROD00000210,USER00000210,22-06-23,,Clothing,321.88,1,,Not Returned,,60,Female,Other,Credit Card,Express,13.48,321.88,0,56–65,0.4553477332732266
ORD00000211,PROD00000211,USER00000211,11-12-23,11-02-23,Books,198.21,2,Not as described,Returned,-303.0,67,Female,Other,Debit Card,Next-Day,47.3,396.42,1,65+,0.5118627642013158
ORD00000212,PROD00000212,USER00000212,13-10-24,25-10-23,Toys,54.72,5,Not as described,Returned,-354.0,69,Male,Other,Debit Card,Next-Day,7.16,273.6,1,65+,0.47622583317183076
ORD00000213,PROD00000213,USER00000213,07-11-23,19-05-24,Electronics,488.4,3,Not as described,Returned,194.0,51,Female,Other,Debit Card,Standard,19.88,1465.1999999999998,1,46–55,0.5051863902301749
ORD00000214,PROD00000214,USER00000214,25-07-23,14-02-24,Books,270.92,1,Defective,Returned,204.0,36,Female,Other,PayPal,Standard,19.62,270.92,1,36–45,0.4981199161679004
ORD00000215,PROD00000215,USER00000215,24-11-24,,Toys,465.76,1,,Not Returned,,66,Female,Other,Credit Card,Next-Day,22.73,465.76,0,65+,0.4810858981847343
ORD00000216,PROD00000216,USER00000216,13-02-23,,Toys,102.7,1,,Not Returned,,53,Male,Other,PayPal,Next-Day,35.21,102.7,0,46–55,0.3800372951869712
ORD00000217,PROD00000217,USER00000217,20-05-24,,Toys,489.62,1,,Not Returned,,61,Female,Other,PayPal,Next-Day,32.34,489.62,0,56–65,0.5755382957328556
ORD00000218,PROD00000218,USER00000218,22-11-23,,Clothing,221.05,2,,Not Returned,,29,Female,Other,PayPal,Express,18.29,442.1,0,26–35,0.49205153850526956
ORD00000219,PROD00000219,USER00000219,14-12-24,28-03-24,Clothing,393.44,3,Not as described,Returned,-261.0,52,Male,Other,Gift Card,Standard,33.6,1180.32,1,46–55,0.5889392674181283
ORD00000220,PROD00000220,USER00000220,09-11-23,22-11-23,Clothing,128.35,3,Not as described,Returned,13.0,37,Male,Other,Gift Card,Standard,15.47,385.04999999999995,1,36–45,0.5255736671855674
ORD00000221,PROD00000221,USER00000221,19-04-23,03-12-23,Toys,144.86,4,Changed mind,Returned,228.0,64,Male,City22,Debit Card,Next-Day,7.51,579.44,1,56–65,0.4191763914645974
ORD00000222,PROD00000222,USER00000222,22-01-24,,Home,179.56,2,,Not Returned,,28,Female,Other,Credit Card,Express,45.92,359.12,0,26–35,0.5334204169797786
ORD00000223,PROD00000223,USER00000223,09-06-23,29-05-24,Clothing,409.65,2,Not as described,Returned,355.0,64,Male,Other,Credit Card,Express,43.1,819.3,1,56–65,0.5192043701958898
ORD00000224,PROD00000224,USER00000224,31-03-23,13-04-23,Home,170.03,3,Defective,Returned,13.0,21,Male,Other,PayPal,Standard,23.19,510.09000000000003,1,18–25,0.5473629727856986
ORD00000225,PROD00000225,USER00000225,06-11-23,,Books,367.8,5,,Not Returned,,61,Male,Other,Gift Card,Standard,21.98,1839.0,0,56–65,0.48310632679920673
ORD00000226,PROD00000226,USER00000226,14-07-23,,Books,143.01,4,,Not Returned,,50,Male,Other,PayPal,Standard,46.55,572.04,0,46–55,0.6010146591432173
ORD00000227,PROD00000227,USER00000227,25-09-23,09-02-24,Books,277.15,1,Wrong item,Returned,137.0,67,Male,Other,Credit Card,Next-Day,46.01,277.15,1,65+,0.5030226571596434
ORD00000228,PROD00000228,USER00000228,02-10-23,,Books,261.91,3,,Not Returned,,65,Male,Other,Credit Card,Standard,48.16,785.73,0,56–65,0.4821129158670063
ORD00000229,PROD00000229,USER00000229,06-06-23,14-02-24,Home,427.99,2,Defective,Returned,253.0,62,Male,Other,Debit Card,Next-Day,15.63,855.98,1,56–65,0.49100374116749906
ORD00000230,PROD00000230,USER00000230,12-05-23,08-06-24,Home,130.63,1,Defective,Returned,393.0,40,Female,Other,Gift Card,Next-Day,12.37,130.63,1,36–45,0.3953263788835819
ORD00000231,PROD00000231,USER00000231,02-11-23,,Toys,185.67,5,,Not Returned,,33,Male,City36,PayPal,Standard,14.27,928.3499999999999,0,26–35,0.433569245936085
ORD00000232,PROD00000232,USER00000232,07-09-24,25-06-24,Home,345.5,5,Defective,Returned,-74.0,56,Male,Other,Gift Card,Standard,23.75,1727.5,1,56–65,0.6111594198797333
ORD00000233,PROD00000233,USER00000233,14-04-23,,Books,427.1,4,,Not Returned,,44,Male,City1,Debit Card,Express,8.08,1708.4,0,36–45,0.47245406228637166
ORD00000234,PROD00000234,USER00000234,06-01-23,,Toys,54.41,2,,Not Returned,,61,Male,Other,Debit Card,Express,22.8,108.82,0,56–65,0.4804255149041119
ORD00000235,PROD00000235,USER00000235,06-10-23,,Home,273.54,1,,Not Returned,,22,Female,Other,PayPal,Next-Day,12.52,273.54,0,18–25,0.4981173679513837
ORD00000236,PROD00000236,USER00000236,25-10-23,21-07-23,Home,329.59,4,Changed mind,Returned,-96.0,41,Male,City22,PayPal,Standard,8.74,1318.36,1,36–45,0.41059072274582964
ORD00000237,PROD00000237,USER00000237,10-12-23,12-02-24,Home,359.73,5,Wrong item,Returned,64.0,50,Female,Other,PayPal,Standard,11.7,1798.65,1,46–55,0.5143804533612385
ORD00000238,PROD00000238,USER00000238,17-06-24,22-08-24,Toys,378.25,5,Changed mind,Returned,66.0,27,Male,Other,Debit Card,Standard,23.41,1891.25,1,26–35,0.4946585650014137
ORD00000239,PROD00000239,USER00000239,03-10-24,,Clothing,150.56,5,,Not Returned,,50,Male,Other,Gift Card,Standard,4.04,752.8,0,46–55,0.490202989890603
ORD00000240,PROD00000240,USER00000240,14-12-23,,Toys,291.63,1,,Not Returned,,53,Male,Other,Gift Card,Express,13.87,291.63,0,46–55,0.49462945515571677
ORD00000241,PROD00000241,USER00000241,11-03-23,30-04-24,Clothing,151.4,1,Changed mind,Returned,416.0,24,Male,Other,Debit Card,Express,39.16,151.4,1,18–25,0.5724286881238131
ORD00000242,PROD00000242,USER00000242,22-02-24,10-03-23,Clothing,89.8,5,Wrong item,Returned,-349.0,43,Female,City28,PayPal,Standard,7.86,449.0,1,36–45,0.5114600524718913
ORD00000243,PROD00000243,USER00000243,26-01-24,05-02-23,Clothing,246.71,3,Not as described,Returned,-355.0,18,Male,Other,Gift Card,Standard,1.18,740.13,1,,0.5344491032346119
ORD00000244,PROD00000244,USER00000244,13-08-24,14-06-23,Toys,150.75,2,Changed mind,Returned,-426.0,24,Female,Other,Debit Card,Express,25.88,301.5,1,18–25,0.5123450439551803
ORD00000245,PROD00000245,USER00000245,17-07-23,,Electronics,478.53,1,,Not Returned,,64,Female,Other,Credit Card,Standard,32.12,478.53,0,56–65,0.4859893816739606
ORD00000246,PROD00000246,USER00000246,23-02-24,,Clothing,72.07,3,,Not Returned,,67,Female,Other,Debit Card,Next-Day,39.03,216.20999999999998,0,65+,0.5243456986302988
ORD00000247,PROD00000247,USER00000247,09-08-24,04-09-24,Toys,331.08,3,Defective,Returned,26.0,65,Male,Other,Gift Card,Next-Day,33.08,993.24,1,56–65,0.6316942947553277
ORD00000248,PROD00000248,USER00000248,19-06-23,05-09-24,Books,27.39,3,Changed mind,Returned,444.0,56,Female,Other,Debit Card,Express,42.79,82.17,1,56–65,0.5313094604536569
ORD00000249,PROD00000249,USER00000249,25-02-23,24-12-24,Home,341.03,4,Defective,Returned,668.0,69,Female,Other,Gift Card,Express,2.42,1364.12,1,65+,0.45637250321457096
ORD00000250,PROD00000250,USER00000250,06-02-23,02-12-24,Toys,299.98,4,Changed mind,Returned,665.0,43,Female,Other,Credit Card,Next-Day,35.3,1199.92,1,36–45,0.5260283875660421
ORD00000251,PROD00000251,USER00000251,27-10-23,,Electronics,14.88,4,,Not Returned,,41,Male,Other,Credit Card,Standard,18.97,59.52,0,36–45,0.4995353918568485
ORD00000252,PROD00000252,USER00000252,03-01-24,26-04-24,Home,80.88,3,Not as described,Returned,114.0,35,Female,Other,PayPal,Next-Day,46.78,242.64,1,26–35,0.42292706061688284
ORD00000253,PROD00000253,USER00000253,24-04-24,24-08-23,Home,450.4,5,Changed mind,Returned,-244.0,42,Female,Other,Gift Card,Express,30.89,2252.0,1,36–45,0.3629104797862316
ORD00000254,PROD00000254,USER00000254,09-12-24,06-09-24,Toys,382.22,5,Changed mind,Returned,-94.0,51,Male,City1,Debit Card,Express,26.81,1911.1000000000001,1,46–55,0.48767027375810423
ORD00000255,PROD00000255,USER00000255,28-10-23,21-10-23,Books,485.32,4,Wrong item,Returned,-7.0,60,Female,Other,Credit Card,Express,6.08,1941.28,1,56–65,0.45607236002502527
ORD00000256,PROD00000256,USER00000256,27-08-24,,Clothing,80.4,4,,Not Returned,,50,Female,Other,Gift Card,Express,9.56,321.6,0,46–55,0.5216775126002692
ORD00000257,PROD00000257,USER00000257,03-05-23,,Toys,46.83,5,,Not Returned,,27,Male,Other,Debit Card,Standard,17.12,234.14999999999998,0,26–35,0.5063366106903597
ORD00000258,PROD00000258,USER00000258,24-07-24,,Books,121.7,2,,Not Returned,,25,Male,Other,Credit Card,Express,30.07,243.4,0,18–25,0.45999873765091187
ORD00000259,PROD00000259,USER00000259,20-10-23,,Electronics,35.8,2,,Not Returned,,65,Female,City22,PayPal,Express,9.85,71.6,0,56–65,0.4306377769984685
ORD00000260,PROD00000260,USER00000260,29-01-23,22-03-24,Home,395.28,4,Defective,Returned,418.0,47,Male,Other,Credit Card,Express,6.27,1581.12,1,46–55,0.4550374403541715
ORD00000261,PROD00000261,USER00000261,21-10-24,04-09-23,Clothing,409.57,2,Defective,Returned,-413.0,36,Male,Other,Debit Card,Standard,29.37,819.14,1,36–45,0.49823492683171716
ORD00000262,PROD00000262,USER00000262,13-05-23,01-11-24,Clothing,48.49,2,Wrong item,Returned,538.0,27,Male,Other,Credit Card,Standard,48.7,96.98,1,26–35,0.5568485433542812
ORD00000263,PROD00000263,USER00000263,25-03-23,11-04-24,Books,365.3,4,Defective,Returned,383.0,70,Male,Other,Debit Card,Standard,25.2,1461.2,1,65+,0.4364846709684993
ORD00000264,PROD00000264,USER00000264,22-05-23,,Books,223.1,5,,Not Returned,,25,Female,Other,Gift Card,Express,48.21,1115.5,0,18–25,0.5508142080983415
ORD00000265,PROD00000265,USER00000265,03-12-23,,Toys,266.83,3,,Not Returned,,60,Male,Other,Gift Card,Next-Day,1.65,800.49,0,56–65,0.4483454002920689
ORD00000266,PROD00000266,USER00000266,09-05-23,15-02-24,Toys,333.67,5,Wrong item,Returned,282.0,61,Female,Other,PayPal,Express,40.16,1668.3500000000001,1,56–65,0.5933271885921059
ORD00000267,PROD00000267,USER00000267,19-07-24,28-09-23,Books,104.54,1,Changed mind,Returned,-295.0,33,Female,Other,Gift Card,Next-Day,10.73,104.54,1,26–35,0.4922167509881871
ORD00000268,PROD00000268,USER00000268,21-12-23,,Electronics,359.03,2,,Not Returned,,46,Male,Other,PayPal,Express,44.86,718.06,0,46–55,0.49615949870789255
ORD00000269,PROD00000269,USER00000269,19-09-24,28-04-24,Clothing,385.95,4,Not as described,Returned,-144.0,58,Male,Other,Debit Card,Standard,12.61,1543.8,1,56–65,0.5006379461567761
